,Battery,Brand,Multi_core,Name,OpenCL,Processor,Processor_Cores,Processor_Frequency,RenderScript,Single_core
226,973,Xiaomi,2127,Xiaomi Mi 4c,2592,Qualcomm MSM8992 Snapdragon 808,6,1440 MHz,2425,1076
227,1605,Asus,2864,Asus Zenfone Zoom,2307,Intel Atom Z3590,4,2500 MHz,1288,1064
228,1636,Xiaomi,3103,Xiaomi MI PAD 2,N/A,Intel Atom x5-Z8500,4,2240 MHz,4164,1063
229,1229,BlackBerry,2378,BlackBerry Priv,2741,Qualcomm MSM8992 Snapdragon 808,6,1440 MHz,2637,1060
230,N/A,Lenovo,2739,Lenovo Vibe X3,2742,Qualcomm MSM8992 Snapdragon 808,6,1440 MHz,2662,1053
231,1209,OnePlus,2740,OnePlus 2,4544,Qualcomm MSM8994 Snapdragon 810,8,1555 MHz,3510,1050
232,1220,NVIDIA,2757,NVIDIA SHIELD Tablet K1,N/A,NVIDIA Tegra K1,4,2218 MHz,4033,1026
233,1696,Asus,2754,Asus Zenfone 2 ,2335,Intel Atom Z2560,2,2333 MHz,1213,1026
234,1368,NVIDIA,2740,NVIDIA SHIELD Tablet,N/A,NVIDIA Tegra K1,4,2218 MHz,3957,1025
235,1453,Lenovo,2700,Lenovo ZUK Z1,2423,Qualcomm MSM8974AC Snapdragon 801,4,2457 MHz,2361,1025
236,N/A,Lenovo,3275,Lenovo Vibe X2,1273,MediaTek MT6595M,8,1690 MHz,1214,1020
237,1362,LG,2273,LG Nexus 5X,N/A,Qualcomm MSM8992 Snapdragon 808,6,1440 MHz,2918,1012
238,1546,Samsung,2615,Samsung Galaxy S5 Plus,4966,Qualcomm APQ8084 Snapdragon 805,4,2457 MHz,3290,1010
239,N/A,Oppo,2627,Oppo Find 7a,N/A,Qualcomm MSM8974AB Snapdragon 801,4,2265 MHz,2501,1009
240,1357,Motorola,2576,Motorola Nexus 6,N/A,Qualcomm APQ8084 Snapdragon 805,4,2649 MHz,2852,1008
241,1939,Motorola,2446,Motorola DROID Turbo,5086,Qualcomm APQ8084 Snapdragon 805,4,2649 MHz,3542,1007
242,1484,OnePlus,2511,OnePlus One,2214,Qualcomm MSM8974AC Snapdragon 801,4,2457 MHz,2168,1003
243,N/A,Samsung,3302,Samsung Galaxy Tab S2 9.7,3545,Samsung Exynos 5433,8,1300 MHz,2855,1003
244,1501,Motorola,2374,Motorola Moto Maxx,4828,Qualcomm APQ8084 Snapdragon 805,4,2649 MHz,2862,1000
245,N/A,Motorola,2418,Motorola Moto X (2014),2414,Qualcomm MSM8974AC Snapdragon 801,4,2457 MHz,2529,999
246,N/A,Sony,2675,Sony Xperia Z3 Tablet Compact,2267,Qualcomm MSM8274AB Snapdragon 801,4,2457 MHz,2244,998
247,1303,Sony,2538,Sony Xperia Z3,2245,Qualcomm MSM8974AC Snapdragon 801,4,2457 MHz,2216,993
248,1173,LG,2329,LG G2,2026,Qualcomm Snapdragon 800,4,2265 MHz,2158,991
249,1434,Sony,2453,Sony Xperia Z3 Dual,2232,Qualcomm MSM8974AC Snapdragon 801,4,2457 MHz,2156,984
250,1705,Sony,2541,Sony Xperia Z1 Compact,2025,Qualcomm Snapdragon 800,4,2150 MHz,2275,978
251,921,Samsung,2626,Samsung Galaxy S5 LTE-A,4782,Qualcomm APQ8084 Snapdragon 805,4,2457 MHz,3081,976
252,1394,Sony,2561,Sony Xperia Z3 Compact,2251,Qualcomm MSM8974AC Snapdragon 801,4,2457 MHz,2235,975
253,N/A,Sony,2463,Sony Xperia Z Ultra,2035,Qualcomm Snapdragon 800,4,2150 MHz,2328,973
254,1038,Samsung,3223,Samsung Galaxy Note 4,3434,Samsung Exynos 5433,8,1300 MHz,2621,973
255,N/A,HTC,2305,HTC One (M8x),2496,Qualcomm MSM8974AB Snapdragon 801,4,2457 MHz,2656,973
256,N/A,Sony,2612,Sony Xperia Z2 Tablet LTE,2218,Qualcomm MSM8274AB Snapdragon 801,4,2265 MHz,2146,973
257,N/A,ZTE,2255,ZTE Nubia Z7 Max,2453,Qualcomm MSM8974AC Snapdragon 801,4,2457 MHz,2086,971
258,N/A,LG,2323,LG G Pro 2,2040,Qualcomm Snapdragon 800,4,2265 MHz,2292,971
259,1385,Sony,2343,Sony Xperia Z1,2003,Qualcomm Snapdragon 800,4,2150 MHz,2240,970
260,N/A,Samsung,2550,Samsung Galaxy Tab Pro 8.4,2349,Qualcomm Snapdragon 800,4,2265 MHz,2101,970
261,1434,LG,2655,LG V10,2632,Qualcomm MSM8992 Snapdragon 808,6,1440 MHz,2603,968
262,1250,Samsung,2493,Samsung Galaxy Note 4 Duos,4636,Qualcomm APQ8084 Snapdragon 805,4,2649 MHz,2774,967
263,N/A,Samsung,2456,Samsung Galaxy Note Edge,4792,Qualcomm APQ8084 Snapdragon 805,4,2649 MHz,2872,964
264,1320,HTC,2305,HTC One (M8),2498,Qualcomm MSM8974AB Snapdragon 801,4,2265 MHz,2435,961
265,935,Asus,2044,Asus Padfone S,2474,Qualcomm MSM8274AB Snapdragon 801,4,2265 MHz,2201,956
266,1496,Sony,2498,Sony Xperia Z2,2251,Qualcomm MSM8974AB Snapdragon 801,4,2265 MHz,2087,954
267,N/A,HTC,2291,HTC One M8 Dual Sim,2514,Qualcomm MSM8974AA Snapdragon 801,4,2265 MHz,2466,953
268,N/A,Samsung,2416,Samsung Galaxy S4,1452,Qualcomm Snapdragon 800,4,2265 MHz,1533,950
269,1271,OnePlus,2276,OnePlus X,2009,Qualcomm MSM8974AB Snapdragon 801,4,2265 MHz,1959,949
270,N/A,Xiaomi,1948,Xiaomi Mi 4s,2464,Qualcomm MSM8992 Snapdragon 808,6,1440 MHz,2422,946
271,N/A,Samsung,2519,Samsung Galaxy S5 Active,2390,Qualcomm MSM8974AA Snapdragon 801,4,2457 MHz,2586,942
272,N/A,HTC,2222,HTC One E8,2482,Qualcomm MSM8975AC Snapdragon 801,4,2457 MHz,2614,940
273,N/A,ZTE,2370,ZTE Nubia Z7 Mini,N/A,Qualcomm MSM8974AA Snapdragon 801,4,2265 MHz,1936,940
274,999,LG,2130,LG G3,2552,Qualcomm MSM8975AC Snapdragon 801,4,2457 MHz,1957,939
275,N/A,HTC,2764,HTC 10 evo,4981,Qualcomm MSM8994 Snapdragon 810,8,1555 MHz,3922,933
276,N/A,CHUWI,2133,CHUWI Hi8 Pro,N/A,Intel Atom x5-Z8350,4,1840 MHz,3746,933
277,1105,Samsung,2412,Samsung Galaxy S5,2171,Qualcomm MSM8974AC Snapdragon 801,4,2457 MHz,2328,931
278,4057,Vivo,4372,Vivo V9,2719,Qualcomm Snapdragon 626,8,2208 MHz,3756,929
279,N/A,Xiaomi,2128,Xiaomi Mi Note,2212,Qualcomm MSM8974AC Snapdragon 801,4,2457 MHz,2038,928
280,N/A,Huawei,3608,Huawei Mate SE,2146,HiSilicon Kirin 659,8,1709 MHz,3043,928
281,N/A,Huawei,3626,Huawei P Smart,2156,HiSilicon Kirin 659,8,1709 MHz,3049,926
282,N/A,HTC,2134,HTC Desire Eye,2058,Qualcomm MSM8974AA Snapdragon 801,4,2265 MHz,2323,926
283,2887,Huawei,3631,Huawei P20 Lite,2129,HiSilicon Kirin 659,8,1709 MHz,3067,925
284,N/A,Huawei,3620,Huawei Honor 9 Lite,2165,HiSilicon Kirin 659,8,1709 MHz,3042,925
285,1329,Samsung,2422,Samsung Galaxy Note 3,1974,Qualcomm Snapdragon 800,4,2265 MHz,2235,923
286,N/A,HTC,2179,HTC One M8 Eye,2068,Qualcomm MSM8974AA Snapdragon 801,4,2265 MHz,2335,922
287,N/A,Samsung,2259,Samsung Galaxy J,2329,Qualcomm Snapdragon 800,4,2265 MHz,2118,922
288,N/A,BQ,4419,BQ Aquaris X Pro,1783,Qualcomm Snapdragon 626,8,2208 MHz,3482,919
289,N/A,BQ,4392,BQ Aquaris X,1770,Qualcomm Snapdragon 626,8,2208 MHz,3457,915
290,N/A,Samsung,2372,Samsung Galaxy S5 Duos,2219,Qualcomm MSM8974AC Snapdragon 801,4,2457 MHz,2361,913
291,3694,Huawei,3490,Huawei Mate 10 Lite,2046,HiSilicon Kirin 659,8,1709 MHz,2973,912
292,3696,Huawei,3522,Huawei Honor 7X,2058,HiSilicon Kirin 659,8,1709 MHz,2978,911
293,4852,10.or,4339,10.or G,1796,Qualcomm Snapdragon 626,8,2208 MHz,3501,911
294,1664,Xiaomi,2057,Xiaomi Mi 3,2402,Qualcomm MSM8274AB Snapdragon 801,4,2265 MHz,2089,910
295,N/A,Huawei,3549,Huawei Nova 2,2073,HiSilicon Kirin 659,8,1709 MHz,2991,910
296,3717,Huawei,3542,Huawei Nova 2 Plus,2052,HiSilicon Kirin 659,8,1709 MHz,3002,910
297,N/A,ASUS,2204,ASUS MeMO Pad 7,N/A,Intel Atom Z3745,4,1862 MHz,1295,908
298,N/A,Samsung,4143,Samsung Galaxy J7 Perx,1781,Qualcomm MSM8953 Snapdragon 625,8,2208 MHz,3425,903
299,N/A,Lenovo,3436,Lenovo K8 Plus,N/A,Mediatek MT6757 Helio P25,8,1690 MHz,2549,901
300,986,Xiaomi,2010,Xiaomi MI 4LTE,2325,Qualcomm MSM8974AC Snapdragon 801,4,2457 MHz,2020,900
301,N/A,Samsung,4166,Samsung Galaxy J7 V,N/A,Qualcomm MSM8953 Snapdragon 625,8,2208 MHz,3426,900
302,995,LG,1926,LG Nexus 5,N/A,Qualcomm Snapdragon 800,4,2265 MHz,1988,897
303,4009,Motorola,4436,Motorola Moto Z2 Play,2001,Qualcomm Snapdragon 626,8,2208 MHz,3155,895
304,N/A,Samsung,4213,Samsung Galaxy C7 Pro,1688,Qualcomm Snapdragon 626,8,2208 MHz,3358,893
305,N/A,Fujitsu,2630,Fujitsu Arrows NX F-04G,N/A,Qualcomm MSM8994 Snapdragon 810,8,1555 MHz,3240,892
306,N/A,Xiaomi,1967,Xiaomi Mi 4,2269,Qualcomm MSM8974AC Snapdragon 801,4,2457 MHz,1997,891
307,1076,Yota,1911,Yota YotaPhone 2,2021,Qualcomm MSM8974AA Snapdragon 801,4,2265 MHz,2206,891
308,N/A,Huawei,3267,Huawei Nova 2i,2003,HiSilicon Kirin 659,8,1709 MHz,2828,887
309,2866,Huawei,3360,Huawei P10 Lite,2069,HiSilicon Kirin 658,8,1709 MHz,2796,885
310,N/A,Samsung,4057,Samsung Galaxy C5 Pro,1718,Qualcomm Snapdragon 626,8,2208 MHz,3333,881
311,1267,NVIDIA,2274,NVIDIA Shield,N/A,NVIDIA Tegra 4,4,1912 MHz,2060,877
312,3644,Nokia,4102,Nokia 6.1,3014,Qualcomm Snapdragon 630,8,2208 MHz,3732,869
313,N/A,Qihoo,4141,Qihoo 360 N6 Lite,2964,Qualcomm Snapdragon 630,8,2208 MHz,3753,869
314,N/A,Xiaomi,3595,Xiaomi Redmi 4 Prime,1963,Qualcomm MSM8953 Snapdragon 625,8,2016 MHz,3118,868
315,3622,Motorola,4077,Motorola Moto X4,2980,Qualcomm Snapdragon 630,8,2208 MHz,3754,863
316,N/A,Sony,3698,Sony Xperia XA1 Ultra,N/A,Mediatek Helio P20 MT6757,8,1638 MHz,2711,863
317,N/A,Meizu,3904,Meizu M3x,2485,Mediatek Helio P20 MT6757,8,1638 MHz,2710,861
318,N/A,Motorola,4046,Motorola Moto G6 Plus,3029,Qualcomm Snapdragon 630,8,2208 MHz,3739,861
319,N/A,Asus,4188,Asus Zenfone 3 Zoom,1791,Qualcomm MSM8953 Snapdragon 625,8,2016 MHz,3341,860
320,3415,Xiaomi,4171,Xiaomi Mi A1,1817,Qualcomm MSM8953 Snapdragon 625,8,2016 MHz,3431,859
321,3540,Oppo,3416,Oppo R9s,1708,Qualcomm MSM8953 Snapdragon 625,8,2016 MHz,3102,859
322,N/A,Sharp,4079,Sharp Aquos S2,2947,Qualcomm Snapdragon 630,8,2208 MHz,3688,859
323,2738,Vernee,3934,Vernee Mars Pro,N/A,Mediatek MT6757 Helio P25,8,1690 MHz,2777,856
324,N/A,Sony,3666,Sony Xperia XA1,N/A,Mediatek Helio P20 MT6757,8,1638 MHz,2701,855
325,N/A,Huawei,3651,Huawei Nova,1774,Qualcomm MSM8953 Snapdragon 625,8,2016 MHz,3074,854
326,2956,Asus,4100,Asus Zenfone 3,3318,Qualcomm MSM8953 Snapdragon 625,8,2016 MHz,3482,853
327,N/A,Vivo,3964,Vivo X9,1750,Qualcomm MSM8953 Snapdragon 625,8,2016 MHz,3080,852
328,N/A,Samsung,2763,Samsung Galaxy A8 Duos,1917,Qualcomm MSM8939 Snapdragon 615,8,1300 MHz,1996,852
329,4058,Asus,4068,Asus Zenfone 4,3837,Qualcomm Snapdragon 630,8,2208 MHz,4686,851
330,N/A,Huawei,3515,Huawei Nova Plus,1773,Qualcomm MSM8953 Snapdragon 625,8,2016 MHz,2982,851
331,6059,Xiaomi,3824,Xiaomi Mi Max 2,1818,Qualcomm MSM8953 Snapdragon 625,8,2016 MHz,3071,850
332,N/A,Vivo,3784,Vivo V5 Plus,1792,Qualcomm MSM8953 Snapdragon 625,8,2016 MHz,3061,850
333,4842,Lenovo,3836,Lenovo P2,1758,Qualcomm MSM8953 Snapdragon 625,8,2016 MHz,3207,847
334,N/A,UMi,3751,UMi Plus E,2221,Mediatek Helio P20 MT6757,8,2340 MHz,2730,847
335,N/A,Meizu,3933,Meizu M2E,2372,Mediatek Helio P20 MT6757,8,1638 MHz,2761,845
336,N/A,Maze,3400,Maze Alpha,N/A,Mediatek MT6757 Helio P25,8,1690 MHz,2637,844
337,3240,Lenovo,3021,Lenovo Tab3 8 Plus,1643,Qualcomm MSM8953 Snapdragon 625,8,2016 MHz,3175,843
338,895,Meizu,2042,Meizu MX4 Pro,2012,Samsung Exynos 5430,8,1500 MHz,1717,841
339,N/A,Doogee,3657,Doogee Mix,N/A,Mediatek MT6757 Helio P25,8,1690 MHz,2729,840
340,N/A,Samsung,3559,Samsung Galaxy C7,1735,Qualcomm MSM8953 Snapdragon 625,8,2016 MHz,3070,840
341,4250,Xiaomi,2810,Xiaomi Redmi 4,1530,Qualcomm MSM8937 Snapdragon 430,8,2016 MHz,2630,837
342,N/A,ZTE,4036,ZTE Nubia M2,1585,Qualcomm MSM8953 Snapdragon 625,8,2016 MHz,3262,837
343,3710,Xiaomi,4088,Xiaomi Redmi S2,1974,Qualcomm MSM8953 Snapdragon 625,8,2016 MHz,3397,835
344,3181,Motorola,4112,Motorola Moto G5 Plus,1994,Qualcomm MSM8953 Snapdragon 625,8,2016 MHz,2889,834
345,4190,Xiaomi,3415,Xiaomi Redmi Note 4X,1778,Qualcomm MSM8953 Snapdragon 625,8,2016 MHz,3045,832
346,2912,Motorola,4161,Motorola Moto G5S Plus,2001,Qualcomm MSM8953 Snapdragon 625,8,2016 MHz,2945,832
347,N/A,Blackview,3798,Blackview BV8000 Pro,N/A,Mediatek MT6757 Helio P25,8,1690 MHz,2616,832
348,5274,Meizu,4062,Meizu M6 Note,1775,Qualcomm MSM8953 Snapdragon 625,8,2016 MHz,3174,831
349,N/A,Vernee,3100,Vernee Mix 2,N/A,Mediatek MT6757 Helio P25,8,1690 MHz,2423,831
350,5327,Doogee,3707,Doogee S60,N/A,Mediatek Helio P20 MT6757,8,2600 MHz,2621,829
351,N/A,LeEco,3296,LeEco Le 1s,1685,Mediatek MT6795 Helio X10,8,2158 MHz,2444,827
352,N/A,ZTE,3814,ZTE Nubia Z11 Mini S,1640,Qualcomm MSM8953 Snapdragon 625,8,2016 MHz,2933,824
353,4149,Motorola,3801,Motorola Moto Z Play,1995,Qualcomm MSM8953 Snapdragon 625,8,2016 MHz,2832,822
354,1918,Meizu,2793,Meizu MX5,1715,Mediatek MT6795 Helio X10,8,2158 MHz,2478,817
355,N/A,Bluboo,3072,Bluboo S1,N/A,Mediatek MT6757 Helio P25,8,1690 MHz,2469,817
356,1276,Huawei,3395,Huawei Honor 8 Lite,2157,HiSilicon Kirin 655,8,1709 MHz,2722,816
357,1499,Huawei,3372,Huawei P8 lite (2017),2156,HiSilicon Kirin 655,8,1709 MHz,2767,815
358,N/A,Huawei,3336,Huawei Mate 9 Lite,1888,HiSilicon Kirin 655,8,1709 MHz,2678,814
359,N/A,Huawei,3359,Huawei Nova Lite,2159,HiSilicon Kirin 655,8,1709 MHz,2753,813
360,N/A,Huawei,3335,Huawei Honor 6X,2073,HiSilicon Kirin 655,8,1709 MHz,2655,811
361,N/A,Samsung,2018,Samsung Galaxy Tab Pro 10.1,N/A,Exynos 5 Octa 5420,4,1900 MHz,1728,807
362,1033,Samsung,1223,Samsung Nexus 10,N/A,Samsung Exynos 5250,2,1700 MHz,1326,801
363,N/A,HTC,2463,HTC One M9+,1740,Mediatek MT6795 Helio X10,8,2158 MHz,1948,801
364,N/A,Meizu,2605,Meizu MX4,1264,MediaTek MT6595,8,1690 MHz,2253,797
365,1450,Huawei,3360,Huawei P9 lite,2038,HiSilicon Kirin 650,4,1709 MHz,2441,796
366,2209,Huawei,3300,Huawei Honor 5c,2035,HiSilicon Kirin 650,4,1709 MHz,2423,795
367,N/A,NVIDIA,2001,NVIDIA Tegra Note,N/A,NVIDIA Tegra 4,4,1810 MHz,1683,791
368,N/A,Oppo,3058,Oppo R9,1548,Mediatek MT6755 Helio P10,8,1950 MHz,2114,790
369,1219,Meizu,2850,Meizu M1 Note,N/A,Mediatek MT6752m,8,1690 MHz,2157,789
370,N/A,HTC,2041,HTC One ME,1703,Mediatek MT6795 Helio X10,8,2158 MHz,663,789
371,N/A,LeTV,3987,LeTV Le 1 (X600),1785,Mediatek MT6795 Helio X10,8,1950 MHz,1974,788
372,1593,Samsung,1979,Samsung Galaxy Tab S 10.5,2152,Exynos 5 Octa 5420,4,1900 MHz,1723,785
373,1074,Samsung,1891,Samsung Galaxy Tab S 8.4,2344,Exynos 5 Octa 5420,4,1900 MHz,1722,782
374,455,Samsung,2457,Samsung Galaxy Alpha,1645,Samsung Exynos 5430,8,1300 MHz,1803,782
375,1437,Samsung,1939,Samsung Galaxy Tab S 10.5,2152,Qualcomm Snapdragon 800,4,1900 MHz,1719,778
376,N/A,PPTV,2143,PPTV King 7,N/A,Mediatek MT6795 Helio X10,8,1950 MHz,1820,778
377,858,Xiaomi,2487,Xiaomi Redmi Note 2,1508,Mediatek MT6795,8,2158 MHz,923,777
378,N/A,Meizu,2675,Meizu M1 Metal,1467,Mediatek MT6795 Helio X10,8,1950 MHz,2373,776
379,N/A,Oppo,2959,Oppo F1 Plus,1584,Mediatek MT6755 Helio P10,8,1950 MHz,1811,774
380,3041,Samsung,4104,Samsung Galaxy A5 (2017),3303,Samsung Exynos 7880,8,1872 MHz,3000,773
381,N/A,Xiaomi,3701,Xiaomi Redmi 5,1687,Qualcomm SDM450 Snapdragon 450,8,2016 MHz,3021,773
382,N/A,Samsung,1850,Samsung Galaxy Tab S 8.4 LTE,2221,Qualcomm Snapdragon 800,4,1900 MHz,1710,772
383,N/A,Samsung,4011,Samsung Galaxy A7 (2017),3288,Samsung Exynos 7880,8,1872 MHz,2980,771
384,N/A,Sony,1178,Sony Xperia SP,1036,Qualcomm Snapdragon S4 MSM8960T Pro,2,1728 MHz,926,769
385,1307,Samsung,1982,Samsung Galaxy Note 10.1 (2014),1841,Exynos 5 Octa 5420,4,1900 MHz,1951,768
386,3275,Samsung,3246,Samsung Galaxy J7 Max,N/A,Mediatek Helio P20 MT6757,8,1690 MHz,1926,767
387,N/A,Huawei,1899,Huawei Ascend Mate 7,2639,HiSilicon Kirin 925,8,1305 MHz,1881,767
388,N/A,Vivo,3787,Vivo V7,1702,Qualcomm SDM450 Snapdragon 450,8,1804 MHz,3045,766
389,N/A,HTC,2367,HTC One E9+,1759,Mediatek MT6795 Helio X10,8,1950 MHz,690,766
390,N/A,Huawei,1871,Huawei Honor 6 Plus,2587,HiSilicon Kirin 925,8,1305 MHz,1851,765
391,1994,Samsung,1965,Samsung Galaxy Note Pro 12.2,1806,Exynos 5 Octa 5420,4,1900 MHz,1793,764
392,829,Samsung,1968,Samsung Galaxy Note 3,1987,Exynos 5 Octa 5420,4,1900 MHz,2239,761
393,N/A,Sony,2826,Sony Xperia XA,N/A,Mediatek MT6755 Helio P10,8,0 MHz,2020,760
394,N/A,Vivo,3781,Vivo V7+,1726,Qualcomm SDM450 Snapdragon 450,8,1804 MHz,3009,760
395,1162,HTC,2487,HTC One X9,1830,Mediatek MT6795 Helio X10,8,1950 MHz,2219,759
396,N/A,Sony,2821,Sony Xperia XA Dual,N/A,Mediatek MT6755 Helio P10,8,0 MHz,2024,759
397,799,Huawei,2511,Huawei Honor 7,2461,HiSilicon Kirin 935,4,1516 MHz,2095,758
398,1224,Motorola,2515,Motorola Moto M,N/A,Mediatek MT6755 Helio P10,8,0 MHz,1787,757
399,N/A,Huawei,2591,Huawei P8 Max,N/A,HiSilicon Kirin 935,4,1516 MHz,2173,756
400,N/A,Oppo,2761,Oppo F3,N/A,Mediatek MT6750,8,1508 MHz,2139,754
401,1331,Huawei,2491,Huawei Mate S,N/A,HiSilicon Kirin 935,4,1516 MHz,2047,750
402,N/A,Sony,1094,Sony Xperia SP,1036,Qualcomm Snapdragon S4 MSM8960T,2,1728 MHz,926,745
403,N/A,Sony,3370,Sony Xperia C5 Ultra Dual,N/A,Mediatek MT6752,8,1690 MHz,2318,743
404,N/A,Xiaomi,1151,Xiaomi MI-2a,N/A,Qualcomm Snapdragon S4 MSM8960 Pro,2,1728 MHz,1277,742
405,N/A,Sony,3231,Sony Xperia C4 Dual,N/A,Mediatek MT6752,8,1690 MHz,2287,742
406,N/A,HTC,2756,HTC U Play,N/A,Mediatek MT6755 Helio P10,8,0 MHz,1977,740
407,3060,Motorola,3782,Motorola Moto G6,1862,Qualcomm SDM450 Snapdragon 450,8,1804 MHz,2868,739
408,669,Huawei,1752,Huawei Honor 6,2476,Huawei HiSilicon Kirin 920 Hi3630,8,1305 MHz,1764,738
409,N/A,Lenovo,2076,Lenovo Tab 2 A10-70 (WiFi),N/A,Mediatek MT8165,4,1690 MHz,1031,738
410,1199,Lenovo,3188,Lenovo Vibe S1,N/A,Mediatek MT6752,8,1690 MHz,2071,738
411,N/A,Sony,3351,Sony Xperia C5 Ultra,N/A,Mediatek MT6752,8,1690 MHz,2082,738
412,N/A,Sony,3280,Sony Xperia C4,N/A,Mediatek MT6752,8,1690 MHz,2318,737
413,N/A,Samsung,1533,Samsung Galaxy S4 (Google Play Edition),1373,Qualcomm Snapdragon 600,4,1900 MHz,1261,736
414,N/A,Blackview,2631,Blackview BV6000,N/A,Mediatek MT6755 Helio P10,8,1144 MHz,1693,733
415,N/A,Gionee,2779,Gionee A1,N/A,Mediatek MT6755 Helio P10,8,0 MHz,1957,733
416,1230,Lenovo,2897,Lenovo K3 Note,N/A,Mediatek MT6752m,8,1690 MHz,2146,731
417,1238,Sony,3576,Sony Xperia M5,1795,Mediatek MT6795 Helio X10,8,1950 MHz,2581,730
418,N/A,JiaYu,3084,JiaYu S3,N/A,Mediatek MT6752,8,1690 MHz,2248,730
419,N/A,Lenovo,3035,Lenovo K3 Note,N/A,Mediatek MT6752m,8,1690 MHz,2173,728
420,N/A,Lenovo,2037,Lenovo Tab 2 A10-70 (4G),N/A,Mediatek MT8732,4,1690 MHz,911,728
421,1570,HTC,2655,HTC One A9s,N/A,Mediatek MT6755 Helio P10,8,0 MHz,1924,727
422,N/A,Xiaomi,2780,Xiaomi Mi 5c,N/A,Xiaomi Surge S1,8,1404 MHz,1966,726
423,N/A,UMi,2579,UMi Super,N/A,Mediatek MT6755 Helio P10,8,1950 MHz,1585,726
424,N/A,Sony,3327,Sony Xperia M5 Dual,1695,Mediatek MT6795 Helio X10,8,1950 MHz,2515,726
425,1691,Lenovo,2886,Lenovo A7000,N/A,Mediatek MT6752m,8,1690 MHz,1920,725
426,1126,Elephone,2566,Elephone P9000,N/A,Mediatek MT6755 Helio P10,8,1950 MHz,1611,725
427,N/A,Lenovo,3245,Lenovo P70,N/A,Mediatek MT6752m,8,1690 MHz,2069,722
428,712,Samsung,1796,Samsung Galaxy S4 Value Edition,1296,Qualcomm Snapdragon 600,4,1890 MHz,1364,721
429,N/A,Meizu,2378,Meizu M3 Note,N/A,Mediatek MT6755 Helio P10,8,1001 MHz,1542,720
430,938,Motorola,1144,Motorola Moto X,1263,Qualcomm Snapdragon S4 MSM8960 Pro,2,1728 MHz,628,719
431,735,Samsung,1774,Samsung Galaxy S4,1431,Qualcomm Snapdragon 600,4,1900 MHz,1521,717
432,904,Samsung,1793,Samsung Galaxy S4 Active,1362,Qualcomm Snapdragon 600,4,1890 MHz,1347,717
433,N/A,Meizu,2587,Meizu M1E,N/A,Mediatek MT6755 Helio P10,8,1001 MHz,1857,717
434,3943,Samsung,3481,Samsung Galaxy J7 (2017),1234,Samsung Exynos 7870 Octa,8,1586 MHz,2288,713
435,N/A,Samsung,3462,Samsung Galaxy J7 Pro,1232,Samsung Exynos 7870 Octa,8,1586 MHz,2268,711
436,N/A,ZTE,2422,ZTE Trek 2 ,1276,Qualcomm MSM8952 Snapdragon 617,8,1516 MHz,2425,710
437,N/A,Samsung,3532,Samsung Galaxy Feel,1237,Samsung Exynos 7870 Octa,8,1586 MHz,2412,710
438,N/A,Samsung,1661,Samsung Galaxy Note 3 Neo,1422,Samsung Exynos 5260,6,1300 MHz,1294,709
439,1146,Cat,2151,Cat S60,1288,Qualcomm MSM8952 Snapdragon 617,8,1516 MHz,2353,709
440,1040,HTC,1652,HTC One,1274,Qualcomm Snapdragon 600,4,1700 MHz,791,705
441,3638,Samsung,3412,Samsung Galaxy Tab A 10.1,1235,Samsung Exynos 7870 Octa,8,1586 MHz,2198,705
442,2530,Samsung,3430,Samsung Galaxy A3 (2017),1233,Samsung Exynos 7870 Octa,8,1586 MHz,2283,705
443,2575,Samsung,3367,Samsung Galaxy J5 (2017),1200,Samsung Exynos 7870 Octa,8,1586 MHz,2267,705
444,N/A,Meizu,2305,Meizu U20,N/A,Mediatek MT6755 Helio P10,8,1807 MHz,1553,703
445,N/A,UMi,2552,UMi Max,N/A,Mediatek MT6755 Helio P10,8,1807 MHz,1636,703
446,978,HTC,1630,HTC One Dual Sim,1216,Qualcomm Snapdragon 600,4,1728 MHz,598,703
447,N/A,YU,2630,YU Yunicorn,N/A,Mediatek MT6755 Helio P10,8,1807 MHz,1268,702
448,N/A,LG,1608,LG G Pad 8.3,1178,Qualcomm Snapdragon 600,4,1728 MHz,1300,701
449,1670,Meizu,2348,Meizu M5 Note,N/A,Mediatek MT6755 Helio P10,8,1001 MHz,1865,700
450,1221,ZTE,2028,ZTE Zmax Pro,1247,Qualcomm MSM8952 Snapdragon 617,8,1516 MHz,2127,699
451,N/A,UMi,2509,UMi Plus,N/A,Mediatek MT6755 Helio P10,8,1807 MHz,1568,698
452,1659,Samsung,3327,Samsung Galaxy J7,1057,Qualcomm MSM8952 Snapdragon 617,8,1586 MHz,1997,693
453,N/A,Alcatel,1845,Alcatel Idol 4,1260,Qualcomm MSM8952 Snapdragon 617,8,1516 MHz,2027,693
454,N/A,Vodafone,2560,Vodafone Smart Ultra 7,N/A,Mediatek MT6755M Helio P10 M,8,1807 MHz,1742,692
455,N/A,Alcatel,2488,Alcatel Flash Plus 2,N/A,Mediatek MT6755 Helio P10,8,1807 MHz,1571,691
456,1049,ZTE,2144,ZTE Nubia Z11 Mini,N/A,Qualcomm MSM8952 Snapdragon 617,8,1516 MHz,1924,691
457,3730,Samsung,3232,Samsung Galaxy J7 Nxt,1116,Samsung Exynos 7870 Octa,8,1586 MHz,2201,690
458,N/A,LG,1481,LG Optimus G Pro,N/A,Qualcomm Snapdragon 600,4,1700 MHz,1087,688
